3845,1994,49,7,160,0,0,1994-12-05,R/49/75O,NA,NA,"DISARMAMENT, CONVENTIONAL",Conventional arm control at the regional and subregional levels,0,0,1,0,0,0,0,49042,2,2,2,-1,2,,2,2,,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,2,-1,2,2,-1,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,,,2,2,2,,2,2,2,,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,,2,,2,2,2,,2,,,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,,2,2,2,-1,2,2,2,,2,2,2,2,2,,,2,-1,2,2,2,,2,2,2,2,2,,,2,,,2,,,2,2,2,
3846,1994,49,1,167,0,0,1994-12-05,R/49/75P,NA,NA,BILATERAL ARMS NEGOTIATIONS,Bilateral nuclear arms negotiations and nuclear disarmament,0,1,1,0,0,0,1,49043,2,2,2,2,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,,,2,2,2,,2,2,2,,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,,2,,2,2,2,,2,,,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,,2,2,2,-1,2,2,2,,2,2,2,2,2,,2,2,2,2,2,2,,2,2,2,2,2,,,2,,,2,,,2,2,2,
3847,1994,49,30,112,24,0,1994-12-05,R/49/76E,NA,NA,"PROHIBITION, NUCLEAR USE",Convention on the Prohibition of the Use of Nuclear Weapons,0,1,1,0,0,0,0,49044,-2,-2,2,2,2,,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,-2,-1,-2,-2,-2,-2,-2,-1,,-2,-2,-2,,,-2,-1,-2,,-2,-2,-2,,-1,-1,-1,-1,,,-1,-2,2,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-1,-2,-2,-2,2,,,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,,2,,2,2,2,,2,,,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,-2,,2,2,2,2,-1,2,,,2,2,2,2,2,2,2,-1,1,2,-1,2,2,,2,-1,-1,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,,-1,2,-1,2,2,,,-1,,,-1,,,-1,-2,2,
3848,1994,49,10,155,0,0,1994-12-05,R/49/77D,NA,NA,CONFIDENCE-BUILDING,Implementation of the guidelines for appropriate types of confidence building measures,0,0,0,0,0,0,0,49045,2,2,2,-1,2,,2,2,,2,2,2,2,2,2,-1,,2,2,2,2,2,2,-1,-1,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,,,2,2,2,,2,2,2,,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,,2,,2,2,2,,2,,,2,2,2,,2,2,2,2,2,2,2,2,,2,2,2,2,2,-1,2,2,-1,,,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,,-1,2,2,-1,2,2,2,,-1,2,2,2,2,,2,2,2,2,2,2,,2,2,2,2,2,,,2,,,2,,,2,2,2,
3849,1994,49,98,60,3,1,1994-12-05,R/49/78,NA,NA,"NUCLEAR PROLIFERATION, MIDDLE EAST","Calls upon Israel to become party to the Treaty on the Non-Proliferation of Nuclear Weapons to accede to it without further delay, and not to develop, produce, test or otherwise acquire nuclear weapons and to renounce possession of nuclear weap",1,1,1,0,0,0,0,49046,-1,2,2,-1,2,,,2,,2,2,2,2,2,2,-1,2,-1,2,2,2,2,2,-1,-1,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,,,2,2,2,,2,2,2,,2,2,2,2,,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,,,,,,-1,-1,-1,-1,-1,2,-1,-1,,-1,2,2,2,2,2,2,,2,,-1,2,-1,,-1,,,2,2,2,,-1,2,-1,-1,2,-1,-1,-1,,,2,2,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,,2,2,2,2,-1,-1,,-1,-1,2,2,-1,-1,-1,,-1,-1,2,-1,2,,-1,-1,2,-1,-1,-1,,2,2,2,2,2,,,2,,,-1,,,2,2,-1,
3850,1994,49,35,127,3,0,1994-12-05,R/49/82,NA,NA,"INDIAN OCEAN, ZONE OF PEACE",Implementation of the Declaration of the Indian Ocean as a Zone of Peace,0,0,0,0,0,0,0,49047,-2,2,2,2,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-1,-1,-1,-1,-2,,-1,,-1,-1,-1,,,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,,,-1,-1,2,-1,-1,-1,2,-1,-1,-1,2,2,2,-1,2,-1,-1,-1,-1,-1,2,,,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,,2,,2,2,2,,2,,,2,2,2,,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,2,-1,2,2,2,2,2,-1,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,2,,,2,,,2,-1,2,
3851,1994,49,3,158,3,0,1994-12-05,R/49/84,NA,NA,"SOUTH ATLANTIC, ZONE OF PEACE",Zone of peace and cooperation of the South Atlantic,0,0,0,0,0,0,0,49048,-2,-1,2,2,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,2,-2,,2,,2,-1,2,,,2,2,2,,2,2,-1,,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,,2,,2,2,2,,2,,,2,2,2,,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,2,,,2,,,2,2,2,
3852,1994,49,6,136,2,0,1994-12-06,R/49/87A,NA,NA,JERUSALEM,"Determines that all legislative and administrative measures and actions taken by Israel, the occupying Power, which have altered or purported to alter the character and status of the Holy City of Jerusalem, in particular the so-called Basic Law",1,0,1,0,0,0,0,49049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3853,1994,49,68,76,2,0,1994-12-06,R/49/87B,NA,NA,SYRIAN GOLAN,"Declares that that the Israeli decision of 14 December 1981 to impose its laws, jurisdiction and administration on the occupied Syrian Golan is null and void and has no validity whatsoever, as confirmed by the Security Council in its resolution",1,0,0,0,0,0,0,49050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3854,1994,49,2,146,4,1,1994-12-06,R/49/88,NA,NA,MIDDLE EAST PEACE PROCESS,"Welcomes the peace process started at Madrid, and supports the subsequent bilateral negotiations",0,0,0,0,0,0,0,49051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3855,1994,49,26,125,2,0,1994-12-06,R/49/89,NA,NA,"SELF-DETERMINATION, IMPLEMENTATION",Implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples,0,0,0,0,1,0,0,49052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3856,1994,49,24,127,2,0,1994-12-06,R/49/90,NA,NA,"DECOLOIZATION, INFORMATION",Dissemination of information on decolonization,0,0,0,0,1,0,0,49053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3857,1994,49,22,131,2,1,1994-12-02,R/49/132,NA,NA,"ISRAEL, SETTLEMENTS","Economic and social repercussions of the Israeli settlements on the Palestinian people in the Palestinian territory, including Jerusalem, occupied since 1967, and on the Arab population of the Syrian Golan",1,0,0,0,0,1,0,49054,-2,2,2,2,2,,2,2,,,2,,,2,2,2,2,-1,2,-1,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,,2,,2,2,2,,,2,2,2,,-1,2,2,,2,2,2,-1,,,2,2,2,2,2,2,-1,2,,2,-1,-1,2,-1,2,2,2,2,2,2,2,,,,-1,2,2,2,2,2,-1,2,2,,2,2,2,2,-1,-1,-1,,2,,2,-1,2,,2,,,2,,,,2,2,2,-1,2,2,,2,-1,,,2,,2,2,2,2,2,,2,2,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,,2,2,2,2,,2,2,2,2,2,2,2,,2,-1,2,2,,,,-1,,,-1,,,-1,2,2,
3858,1994,49,18,145,2,1,1994-12-06,R/49/149,NA,NA,"PAKISTAN, SELF-DETERMINATION",The right of the Palestinian people to self determination,1,0,0,1,1,0,0,49055,-2,2,2,2,2,,2,2,,,2,2,2,2,2,2,2,-1,2,2,-1,-1,2,2,2,2,2,2,-1,2,2,2,2,-1,-1,2,2,2,2,2,2,2,2,,2,2,2,,,2,2,2,,2,2,2,,2,2,2,2,,2,2,2,2,2,-1,2,-1,-1,-1,-1,2,2,2,-1,2,2,2,-1,2,-1,2,,,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,,,2,,2,2,2,,2,2,,2,2,,2,2,2,2,2,2,2,2,2,-1,,2,2,,2,2,2,2,2,,2,2,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,,-1,,,-1,,,-1,,,2,2,2,
3859,1994,49,32,116,19,0,1994-12-06,R/49/150,NA,NA,MERCENARIES,Use of mercenaries as a means to violate human rights and to impede the exercise of the right of peoples to self determination,0,0,0,1,1,0,0,49056,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,2,,2,2,-1,,,2,-1,-1,,2,2,-1,,2,2,2,2,,-1,2,2,2,2,-1,2,-1,2,2,2,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,,-1,,-1,-1,-1,,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,2,-1,-1,-1,-1,-1,2,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,-1,,-1,2,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2,,2,,2,,,-1,,,2,,,2,-1,-1,
3860,1994,49,50,111,5,0,1994-12-06,R/49/151,NA,NA,SELF-DETERMINATION,Importance of the universal realization of the rights of peoples to self determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights,0,0,0,1,1,0,0,49057,-2,-1,2,2,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-2,-1,-1,-1,-1,-2,-2,-1,,-1,-1,-1,,,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,2,,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,,,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,,,2,,2,2,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,,2,-1,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,-1,-1,1,-1,-1,2,2,,2,-1,-1,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,,-1,2,-1,,-1,,,2,,,-1,,,,-1,2,
3861,1994,49,14,95,56,0,1994-12-06,R/49/180,NA,NA,ELECTORAL SOVEREIGNTY,Respect for the principles of national sovereignty and non interference in the internal affairs of States in their electoral processes,0,0,0,0,0,0,0,49058,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,,-1,-1,-1,,-1,-1,-1,,-1,-1,2,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,,-1,,-1,-1,-1,,-1,-1,,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,,-1,2,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,-1,,-1,-1,-1,,-1,,,2,,,-1,,,-1,-1,-1,
3862,1994,49,69,86,5,0,1994-12-06,R/49/182,NA,NA,FREEDOM OF TRAVEL,Respect for the universal freedom of travel and the vital importance of family reunification,0,0,0,0,0,0,0,49059,-2,-1,-1,2,2,,-1,-1,,2,2,-1,-1,-1,-1,2,-1,2,2,2,2,2,-1,2,-1,2,-1,2,2,2,2,2,2,-1,2,-2,-1,-1,-1,-1,2,2,-1,,2,2,-1,,,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,,,,2,2,2,2,2,2,2,2,2,,-1,2,2,2,2,2,,,2,,2,2,2,,2,2,,2,2,,2,2,2,2,-1,2,2,2,2,2,,2,-1,,2,2,2,2,2,,2,2,2,2,2,2,2,-2,,,,,,,,,2,-1,-1,1,-1,-1,2,-1,,2,-1,-2,2,2,2,2,,2,-1,2,-1,-1,2,2,-1,-1,2,-1,2,,-2,-1,-1,,-1,,,-1,,,-1,,,-1,-1,2,
3863,1994,49,23,108,35,0,1994-12-06,R/49/186,NA,NA,"HUMAN RIGHTS, U.N. SYSTEM",Alternative approaches and ways and means within the UN system for improving the effective enjoyment of human rights and fundamental freedoms,0,0,0,1,0,0,0,49060,-2,-2,2,2,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,,-2,-2,-2,,,-2,-2,-2,,-2,-2,-2,,-2,-1,-1,-1,,-1,-1,-2,2,-2,-2,-2,-1,-1,-2,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,2,,,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,,,2,,2,2,2,,2,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,,2,-1,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,-1,-1,1,2,-1,2,2,,2,-1,-2,2,2,2,2,,2,2,2,2,,2,2,2,2,2,2,2,,-2,-1,-1,,-1,,,2,,,-1,,,-1,-2,2,
3864,1994,49,11,153,1,1,1994-12-06,R/49/190,NA,NA,"ELECTIONS, EFFECTIVENESS",Strengthening the role of UN in enhancing periodic and genuine elections and the promotion of democratization,0,0,0,0,0,0,0,49061,2,2,2,-1,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,,,2,2,2,,2,2,2,,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,,,2,,-1,2,-1,,2,2,,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,,2,2,2,-1,-1,,-2,2,-1,2,-1,2,2,2,,,,2,2,2,2,2,2,2,2,1,2,2,-1,2,,-1,2,2,2,2,2,2,,2,2,2,2,2,,-1,2,2,,2,2,,2,2,2,,2,,,2,,,2,,,2,2,2,
3865,1994,49,14,147,0,1,1994-12-06,R/49/196,NA,NA,"HUMAN RIGHTS, BOSNIA, CROATIA, YUGOSLAVIA","Situation of human rights in the Republic of Bosnia and Herzegovina, the Republic of Croatia and Yugoslavia",0,0,0,1,0,0,0,49062,2,2,2,,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,,,2,2,2,,2,2,2,,2,2,2,2,,2,2,2,2,2,2,2,-1,2,2,2,2,-1,,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,-1,2,2,,2,-1,-1,-1,-1,2,,,-1,,2,2,-1,,2,2,,2,2,2,-1,2,-1,-1,2,2,2,2,2,2,,2,2,,2,2,2,2,2,,2,2,,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,1,2,2,-1,2,,,2,2,-1,2,2,2,,2,2,2,2,2,,,2,2,2,2,2,,2,2,2,,2,,,2,,,2,,,2,2,2,
3866,1994,49,49,99,12,1,1994-12-06,R/49/198,NA,NA,"HUMAN RIGHTS, SUDAN",Situation of human rights in the Sudan,0,0,0,1,0,0,0,49063,-1,-1,-1,-1,-1,,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,,,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,,,,2,,2,2,2,2,2,2,,2,2,2,2,2,2,,,2,,-1,2,-1,,2,-1,,,2,-1,-1,2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,,2,-1,2,-1,-1,,-1,-1,-1,2,-1,2,2,-1,2,,,2,2,2,2,2,-1,2,-1,2,-1,-1,-1,-1,,2,2,-1,-1,2,-1,2,,2,2,-1,2,,2,-1,2,-1,2,2,-1,,-1,2,-1,,-1,,,-1,,,2,,,-1,-1,,
3867,1994,49,68,65,22,1,1994-12-06,R/49/200,NA,NA,"HUMAN RIGHTS, CUBA",Situation of human rights in Cuba,0,0,0,1,0,0,0,49064,-1,-1,2,-1,-1,,2,2,,-1,2,-1,-1,2,2,2,2,,-1,-1,-1,-1,2,2,2,2,2,-1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,2,-1,-1,-1,-1,-1,2,,,,,2,,2,2,2,2,2,2,,2,-1,2,2,2,2,,,2,,-1,2,-1,,2,2,,,2,2,-1,2,-1,-1,2,-1,-1,-1,2,2,,2,2,,2,2,2,-1,-1,,-1,-1,-1,2,-1,2,2,-1,-1,,,-1,2,,,,2,2,-1,2,2,2,-1,,,-1,-1,-1,-1,2,2,2,,2,2,,2,,-1,-1,2,2,2,2,-1,,-1,2,-1,,-1,,,2,,,-1,,,-1,-1,,
3868,1994,49,55,72,24,1,1994-12-06,R/49/202,NA,NA,"HUMAN RIGHTS, IRAN",Situation of human rights in the Islamic Republic of Iran,0,0,0,1,0,0,0,49065,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,,2,-1,-1,,-1,,-1,,-1,2,2,,,,-1,-1,2,2,2,2,-1,2,,,2,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,2,,2,2,2,2,2,2,,2,2,2,2,2,2,,,2,,2,2,-1,,2,-1,,,2,2,2,2,-1,2,-1,-1,2,2,-1,2,,2,-1,,,-1,2,-1,-1,,-1,,-1,2,-1,2,2,-1,2,,,,2,-1,,-1,-1,-1,-1,2,,2,-1,-1,,-1,2,-1,-1,2,-1,-1,,-1,-1,2,2,,2,-1,-1,2,-1,2,-1,,-1,2,-1,,-1,,,-1,,,-1,,,-1,-1,,
3869,1994,49,46,112,3,1,1994-12-06,R/49/203,NA,NA,"HUMAN RIGHTS, IRAQ",Situation of human rights in Iraq,0,0,0,1,0,0,0,49066,-1,-1,-1,2,-1,,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,2,-1,-1,2,-1,2,-1,2,,2,-1,2,2,2,2,,,2,,2,2,2,,2,-1,,,2,2,-1,2,-1,2,-1,-1,2,2,-1,-1,,2,-1,,2,2,2,-1,-1,,-1,-1,-1,,-1,-1,2,-1,-1,,,-1,2,,-1,,2,2,2,2,-1,-1,2,-1,,2,-1,-1,2,-1,2,2,,2,-1,2,2,-1,2,2,2,-1,2,2,2,,-1,-1,-1,,-1,,,-1,,,-1,,,-1,-1,,
3870,1994,49,39,112,2,0,1994-12-06,R/49/204,NA,NA,"HUMAN RIGHTS, KOSOVO",Situation of human rights in Kosovo,0,0,0,1,0,0,0,49067,2,2,2,,2,,-1,-1,,,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,-1,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,,,2,2,2,,2,2,2,,2,2,-1,2,,2,2,-1,2,2,-1,,-2,2,2,2,-1,-1,,,2,2,2,2,2,2,2,,,,-1,2,2,2,2,2,-1,-1,,,2,-1,-1,-1,-1,-1,,,-1,,-1,-1,-1,,-1,-1,,2,-1,,-1,2,-1,-1,-1,2,-1,2,-1,2,,-1,2,,2,2,2,2,2,,2,2,,2,2,2,2,2,2,,,2,2,2,2,2,2,,-1,1,2,2,-1,2,,,2,2,-2,-1,2,2,,-1,2,-1,,2,,,2,-1,2,-1,2,,2,2,2,,2,,,2,,,2,,,2,2,,
3873,1995,49,1,84,0,0,1995-04-03,R/49/243,NA,NA,WORLD CONFERENCE ON WOMEN,"Accreditation of non-governmental organizations to the 4th World Conference on Women: Action for Equality, Development and Peace",0,0,0,0,0,1,0,49068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3875,1995,50,8,142,1,1,1995-11-04,R/50/9,NA,NA,"IAEA, REPORT",Report of the International Atomic Energy Agency,0,0,0,0,0,0,0,50001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3876,1995,50,38,116,3,1,1995-11-05,R/50/10,NA,NA,"CUBA, U.S. EMBARGO","Necessity of ending the economic, commercial and financial embargo imposed by the United States against Cuba",0,0,0,0,0,1,0,50002,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,,-1,-1,-1,,,2,-1,2,,2,2,-1,-1,2,2,2,,,,2,-1,-1,-1,2,2,-1,2,2,2,-1,-1,2,2,,-1,-1,-1,-1,-1,-1,,-1,,-1,-1,,-1,-1,2,-1,-1,-1,,-1,-1,-1,-1,-1,,,,-1,-1,-1,-1,-1,,-1,2,,,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,,2,-1,2,-1,-1,-1,-1,,-1,2,,2,-1,-1,,-1,2,,,,,,,2,-1,,2,2,-1,-1,-1,,,-1,2,2,-1,2,-1,-1,-1,-1,2,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,,,,,,2,2,2,-1,2,-1,
3877,1995,50,29,100,35,0,1995-11-05,R/50/11,NA,NA,MULTILINGUALISM,Multilingualism,0,0,0,0,0,0,0,50003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
